step,timestamp,normal_reward,safe_reward,normal_lane_changes,safe_lane_changes,normal_q_loss,safe_q_loss,normal_policy_loss,safe_policy_loss,normal_mean_speed,safe_mean_speed,normal_collision_rate,safe_collision_rate
3600,2024-12-03 22:43:45,33.077896270958426,67.28946556891735,0,0,0.3819970488548279,0.6267800331115723,-3.533890724182129,-23.83711051940918,34.16309602263669,57.276940949278526,0.041666666666666664,0.023809523809523808
3730,2024-12-03 22:44:02,27.419409492176932,189.42169328326952,0,0,1.5535321235656738,2.7555856704711914,-3.6898014545440674,-24.177108764648438,33.19133042259768,94.26527360334829,0.047619047619047616,0.009174311926605505
3925,2024-12-03 22:44:29,31.636081081896116,303.33939631445134,0,0,0.13736924529075623,6.16470193862915,-3.921761989593506,-25.230937957763672,42.75750474589402,103.51447752401549,0.043478260869565216,0.005813953488372093
4123,2024-12-03 22:44:55,34.1126897049771,304.626992365888,0,0,0.6409609317779541,2.90047550201416,-3.7332682609558105,-26.662336349487305,34.73017149719937,106.52346877667367,0.04,0.005780346820809248
4378,2024-12-03 22:45:29,32.23867640233845,406.60811248013886,0,0,0.13929639756679535,3.0537514686584473,-4.244050979614258,-28.452251434326172,28.82534382187896,109.85763367939018,0.04,0.004347826086956522
4603,2024-12-03 22:45:59,27.71659595301955,360.1619289882218,0,0,0.43885916471481323,0.8824225664138794,-4.067361354827881,-29.60068130493164,35.26509215206799,109.2283508806616,0.047619047619047616,0.004901960784313725
4742,2024-12-03 22:47:44,107.44382491580346,128.3962666026547,0,0,1.1138269901275635,0.6016548871994019,-2.728986978530884,-2.1632280349731445,86.68203466491576,83.6780651410576,0.015625,0.013333333333333334
4891,2024-12-03 22:48:05,176.7890749989183,76.83463579011644,0,0,0.5766674876213074,0.3995630145072937,-3.6364474296569824,-2.8731002807617188,97.4701527088695,74.6384922868067,0.00980392156862745,0.02127659574468085
5068,2024-12-03 22:48:29,144.12973148108046,160.54924696348996,0,0,0.918633222579956,0.5890226364135742,-4.18279504776001,-4.00950813293457,92.29975244287891,93.64317801994133,0.011904761904761904,0.010752688172043012
5232,2024-12-03 22:48:51,109.58344428115993,171.3199882284552,0,0,0.6190928220748901,0.6246331334114075,-4.692880153656006,-4.787991523742676,86.13737956665857,91.9975142578308,0.015384615384615385,0.010101010101010102
5673,2024-12-03 22:49:50,67.13847315680815,702.5402326293591,0,0,0.23234987258911133,1.232909083366394,-4.78896951675415,-7.6147661209106445,63.543321228291354,99.7764548351231,0.023809523809523808,0.002506265664160401
5746,2024-12-03 22:50:00,72.71180989013145,41.28789168897578,0,0,0.13475406169891357,0.17919600009918213,-5.089630126953125,-7.801284313201904,72.57068578323651,56.58421548401119,0.022222222222222223,0.03571428571428571
